Subject,Catalog,Long Title,ID,Last,First Name,Year,Institution,Component,Lecture,Barcode,CAS Number
MATHS,1001,Mathematics 1R,7235148,Stewart,Sonia,01,GLSGW,TUT,TU11,10503524348724,
MATHS,1001,Mathematics 1R,6370388,MacDonald,Lillian,01,GLSGW,LAB,LB06,90656114093875,
MATHS,1001,Mathematics 1R,6370388,MacDonald,Lillian,01,GLSGW,LEC,LC01,90656114093875,
MATHS,1001,Mathematics 1R,6370388,MacDonald,Lillian,01,GLSGW,TUT,TU23,90656114093875,
MATHS,1001,Mathematics 1R,8232883,Davies,Sarah,02,GLSGW,LAB,LB09,32890293307388,
MATHS,1001,Mathematics 1R,8232883,Davies,Sarah,02,GLSGW,LEC,LC01,32890293307388,
MATHS,1001,Mathematics 1R,8232883,Davies,Sarah,02,GLSGW,TUT,TU28,32890293307388,
MATHS,1001,Mathematics 1R,9678119,Wright,Cameron,01,GLSGW,LAB,LB06,86079651419990,
MATHS,1001,Mathematics 1R,9678119,Wright,Cameron,01,GLSGW,LEC,LC01,86079651419990,
MATHS,1001,Mathematics 1R,9678119,Wright,Cameron,01,GLSGW,TUT,TU05,86079651419990,
MATHS,1001,Mathematics 1R,3004872,Baker,Keith,01,GLSGW,LAB,LB01,21903840765474,
MATHS,1001,Mathematics 1R,3004872,Baker,Keith,01,GLSGW,LEC,LC02,21903840765474,
MATHS,1001,Mathematics 1R,3004872,Baker,Keith,01,GLSGW,TUT,TU32,21903840765474,
MATHS,1001,Mathematics 1R,2838713,Oliver,Deirdre,01,GLSGW,LAB,LB08,01090772258407,
MATHS,1001,Mathematics 1R,2838713,Oliver,Deirdre,01,GLSGW,LEC,LC02,01090772258407,
MATHS,1001,Mathematics 1R,2838713,Oliver,Deirdre,01,GLSGW,TUT,TU04,01090772258407,
MATHS,1001,Mathematics 1R,8109908,Rutherford,Frank,01,GLSGW,LAB,LB01,38639550357232,
MATHS,1001,Mathematics 1R,8109908,Rutherford,Frank,01,GLSGW,LEC,LC03,38639550357232,
MATHS,1001,Mathematics 1R,8109908,Rutherford,Frank,01,GLSGW,TUT,TU01,38639550357232,
MATHS,1001,Mathematics 1R,0355369,Abraham,Abigail,01,GLSGW,LAB,LB07,45681321404411,
MATHS,1001,Mathematics 1R,0355369,Abraham,Abigail,01,GLSGW,LEC,LC03,45681321404411,
MATHS,1001,Mathematics 1R,0355369,Abraham,Abigail,01,GLSGW,TUT,TU25,45681321404411,
MATHS,1001,Mathematics 1R,2311565,Allan,Abigail,01,GLSGW,LAB,LB10,33997654900928,
MATHS,1001,Mathematics 1R,2311565,Allan,Abigail,01,GLSGW,LEC,LC01,33997654900928,
MATHS,1001,Mathematics 1R,2311565,Allan,Abigail,01,GLSGW,TUT,TU35,33997654900928,
MATHS,1001,Mathematics 1R,3414995,Cornish,Stewart,01,GLSGW,LAB,LB09,40578965354423,
MATHS,1001,Mathematics 1R,3414995,Cornish,Stewart,01,GLSGW,LEC,LC02,40578965354423,
MATHS,1001,Mathematics 1R,3414995,Cornish,Stewart,01,GLSGW,TUT,TU24,40578965354423,
MATHS,1001,Mathematics 1R,6682051,Abraham,Rebecca,01,GLSGW,LAB,LB05,90594599450267,
MATHS,1001,Mathematics 1R,6682051,Abraham,Rebecca,01,GLSGW,LEC,LC03,90594599450267,
MATHS,1001,Mathematics 1R,6682051,Abraham,Rebecca,01,GLSGW,TUT,TU27,90594599450267,
MATHS,1001,Mathematics 1R,3808973,Gill,Justin,01,GLSGW,LAB,LB07,56986418352460,07104883275007
MATHS,1001,Mathematics 1R,3808973,Gill,Justin,01,GLSGW,LEC,LC03,56986418352460,07104883275007
MATHS,1001,Mathematics 1R,3808973,Gill,Justin,01,GLSGW,TUT,TU35,56986418352460,07104883275007
MATHS,1001,Mathematics 1R,7337803,McLean,Phil,01,GLSGW,LAB,LB01,75818751834513,
MATHS,1001,Mathematics 1R,7337803,McLean,Phil,01,GLSGW,LEC,LC03,75818751834513,
MATHS,1001,Mathematics 1R,7337803,McLean,Phil,01,GLSGW,TUT,TU27,75818751834513,
MATHS,1001,Mathematics 1R,8513367,Quinn,Warren,01,GLSGW,LAB,LB06,65409800119635,
MATHS,1001,Mathematics 1R,8513367,Quinn,Warren,01,GLSGW,LEC,LC02,65409800119635,
MATHS,1001,Mathematics 1R,8513367,Quinn,Warren,01,GLSGW,TUT,TU15,65409800119635,
MATHS,1001,Mathematics 1R,1960834,Thomson,Lisa,01,GLSGW,LAB,LB04,45881376798775,
MATHS,1001,Mathematics 1R,1960834,Thomson,Lisa,01,GLSGW,LEC,LC02,45881376798775,
MATHS,1001,Mathematics 1R,1960834,Thomson,Lisa,01,GLSGW,TUT,TU05,45881376798775,
MATHS,1001,Mathematics 1R,2697028,Pullman,Robert,01,GLSGW,LAB,LB05,14576696498406,
MATHS,1001,Mathematics 1R,2697028,Pullman,Robert,01,GLSGW,LEC,LC02,14576696498406,
MATHS,1001,Mathematics 1R,2697028,Pullman,Robert,01,GLSGW,TUT,TU07,14576696498406,
MATHS,1001,Mathematics 1R,4499920,Butler,Ryan,01,GLSGW,LAB,LB06,59382395063381,
MATHS,1001,Mathematics 1R,4499920,Butler,Ryan,01,GLSGW,LEC,LC04,59382395063381,
MATHS,1001,Mathematics 1R,4499920,Butler,Ryan,01,GLSGW,TUT,TU40,59382395063381,
MATHS,1001,Mathematics 1R,6627433,Duncan,Chloe,01,GLSGW,LAB,LB06,05207910678554,
MATHS,1001,Mathematics 1R,6627433,Duncan,Chloe,01,GLSGW,LEC,LC02,05207910678554,
MATHS,1001,Mathematics 1R,6627433,Duncan,Chloe,01,GLSGW,TUT,TU09,05207910678554,
MATHS,1001,Mathematics 1R,9516345,Watson,Jasmine,01,GLSGW,LAB,LB02,64492341046548,
MATHS,1001,Mathematics 1R,9516345,Watson,Jasmine,01,GLSGW,LEC,LC03,64492341046548,
MATHS,1001,Mathematics 1R,9516345,Watson,Jasmine,01,GLSGW,TUT,TU37,64492341046548,
MATHS,1001,Mathematics 1R,6260484,Davies,Piers,01,GLSGW,LAB,LB09,70802599956506,
MATHS,1001,Mathematics 1R,6260484,Davies,Piers,01,GLSGW,LEC,LC02,70802599956506,
MATHS,1001,Mathematics 1R,6260484,Davies,Piers,01,GLSGW,TUT,TU24,70802599956506,
MATHS,1001,Mathematics 1R,8109128,Howard,Julian,01,GLSGW,LAB,LB07,24551074476869,
MATHS,1001,Mathematics 1R,8109128,Howard,Julian,01,GLSGW,LEC,LC02,24551074476869,
MATHS,1001,Mathematics 1R,8109128,Howard,Julian,01,GLSGW,TUT,TU42,24551074476869,
MATHS,1001,Mathematics 1R,4980016,Jackson,Keith,01,GLSGW,LAB,LB05,32822742375349,
MATHS,1001,Mathematics 1R,4980016,Jackson,Keith,01,GLSGW,LEC,LC03,32822742375349,
MATHS,1001,Mathematics 1R,4980016,Jackson,Keith,01,GLSGW,TUT,TU39,32822742375349,
MATHS,1001,Mathematics 1R,8607806,Lambert,Melanie,01,GLSGW,LAB,LB01,48914724954225,22980251527685
MATHS,1001,Mathematics 1R,8607806,Lambert,Melanie,01,GLSGW,LEC,LC04,48914724954225,22980251527685
MATHS,1001,Mathematics 1R,8607806,Lambert,Melanie,01,GLSGW,TUT,TU23,48914724954225,22980251527685
MATHS,1001,Mathematics 1R,0796981,King,Rachel,01,GLSGW,LAB,LB05,58731553051969,
MATHS,1001,Mathematics 1R,0796981,King,Rachel,01,GLSGW,LEC,LC04,58731553051969,
MATHS,1001,Mathematics 1R,0796981,King,Rachel,01,GLSGW,TUT,TU25,58731553051969,
MATHS,1001,Mathematics 1R,0480126,Scott,Sean,01,GLSGW,LAB,LB09,06841066381920,
MATHS,1001,Mathematics 1R,0480126,Scott,Sean,01,GLSGW,LEC,LC02,06841066381920,
MATHS,1001,Mathematics 1R,0480126,Scott,Sean,01,GLSGW,TUT,TU38,06841066381920,
MATHS,1001,Mathematics 1R,3782391,Miller,Lauren,01,GLSGW,LAB,LB09,40437817342512,
MATHS,1001,Mathematics 1R,3782391,Miller,Lauren,01,GLSGW,LEC,LC02,40437817342512,
MATHS,1001,Mathematics 1R,3782391,Miller,Lauren,01,GLSGW,TUT,TU29,40437817342512,
MATHS,1001,Mathematics 1R,9404517,Rampling,Pippa,01,GLSGW,LAB,LB05,41133811224398,88400254548966
MATHS,1001,Mathematics 1R,9404517,Rampling,Pippa,01,GLSGW,LEC,LC02,41133811224398,88400254548966
MATHS,1001,Mathematics 1R,9404517,Rampling,Pippa,01,GLSGW,TUT,TU11,41133811224398,88400254548966
MATHS,1001,Mathematics 1R,6320207,Turner,Faith,01,GLSGW,LAB,LB04,57057723102889,
MATHS,1001,Mathematics 1R,6320207,Turner,Faith,01,GLSGW,LEC,LC01,57057723102889,
MATHS,1001,Mathematics 1R,6320207,Turner,Faith,01,GLSGW,TUT,TU40,57057723102889,
MATHS,1001,Mathematics 1R,4211712,Avery,Warren,01,GLSGW,LAB,LB06,15692349217523,
MATHS,1001,Mathematics 1R,4211712,Avery,Warren,01,GLSGW,LEC,LC03,15692349217523,
MATHS,1001,Mathematics 1R,4211712,Avery,Warren,01,GLSGW,TUT,TU36,15692349217523,
MATHS,1001,Mathematics 1R,9886245,Paige,Diana,01,GLSGW,LAB,LB04,49315282554348,
MATHS,1001,Mathematics 1R,9886245,Paige,Diana,01,GLSGW,LEC,LC01,49315282554348,
MATHS,1001,Mathematics 1R,9886245,Paige,Diana,01,GLSGW,TUT,TU11,49315282554348,
MATHS,1001,Mathematics 1R,6818568,MacLeod,Sally,01,GLSGW,LAB,LB08,92783433355075,
MATHS,1001,Mathematics 1R,6818568,MacLeod,Sally,01,GLSGW,LEC,LC02,92783433355075,
MATHS,1001,Mathematics 1R,6818568,MacLeod,Sally,01,GLSGW,TUT,TU37,92783433355075,
MATHS,1001,Mathematics 1R,5047984,Anderson,John,01,GLSGW,LAB,LB04,17657686689344,
MATHS,1001,Mathematics 1R,5047984,Anderson,John,01,GLSGW,LEC,LC02,17657686689344,
MATHS,1001,Mathematics 1R,5047984,Anderson,John,01,GLSGW,TUT,TU16,17657686689344,
MATHS,1001,Mathematics 1R,2650372,Sharp,Isaac,01,GLSGW,LAB,LB04,52458864735320,
MATHS,1001,Mathematics 1R,2650372,Sharp,Isaac,01,GLSGW,LEC,LC01,52458864735320,
MATHS,1001,Mathematics 1R,2650372,Sharp,Isaac,01,GLSGW,TUT,TU41,52458864735320,
MATHS,1001,Mathematics 1R,9611303,Davies,Adam,01,GLSGW,LAB,LB10,23907612712608,
MATHS,1001,Mathematics 1R,9611303,Davies,Adam,01,GLSGW,LEC,LC01,23907612712608,
MATHS,1001,Mathematics 1R,9611303,Davies,Adam,01,GLSGW,TUT,TU24,23907612712608,
MATHS,1001,Mathematics 1R,4265914,Mackenzie,Megan,01,GLSGW,LAB,LB04,49797399935605,
MATHS,1001,Mathematics 1R,4265914,Mackenzie,Megan,01,GLSGW,LEC,LC01,49797399935605,
MATHS,1001,Mathematics 1R,4265914,Mackenzie,Megan,01,GLSGW,TUT,TU11,49797399935605,
MATHS,1001,Mathematics 1R,7040284,Blake,Jane,01,GLSGW,LAB,LB07,59736422740883,
MATHS,1001,Mathematics 1R,7040284,Blake,Jane,01,GLSGW,LEC,LC03,59736422740883,
MATHS,1001,Mathematics 1R,7040284,Blake,Jane,01,GLSGW,TUT,TU14,59736422740883,
MATHS,1001,Mathematics 1R,3426736,Anderson,Nathan,01,GLSGW,LAB,LB04,60167780910752,
MATHS,1001,Mathematics 1R,3426736,Anderson,Nathan,01,GLSGW,LEC,LC01,60167780910752,
MATHS,1001,Mathematics 1R,3426736,Anderson,Nathan,01,GLSGW,TUT,TU38,60167780910752,
MATHS,1001,Mathematics 1R,0936261,McLean,Maria,01,GLSGW,LAB,LB05,70899555454559,
MATHS,1001,Mathematics 1R,0936261,McLean,Maria,01,GLSGW,LEC,LC03,70899555454559,
MATHS,1001,Mathematics 1R,0936261,McLean,Maria,01,GLSGW,TUT,TU38,70899555454559,
MATHS,1001,Mathematics 1R,5847378,Metcalfe,Fiona,01,GLSGW,LAB,LB04,48621363094654,
MATHS,1001,Mathematics 1R,5847378,Metcalfe,Fiona,01,GLSGW,LEC,LC02,48621363094654,
MATHS,1001,Mathematics 1R,5847378,Metcalfe,Fiona,01,GLSGW,TUT,TU18,48621363094654,
MATHS,1001,Mathematics 1R,5199219,Bailey,Nicola,01,GLSGW,LAB,LB05,19920347423428,
MATHS,1001,Mathematics 1R,5199219,Bailey,Nicola,01,GLSGW,LEC,LC02,19920347423428,
MATHS,1001,Mathematics 1R,5199219,Bailey,Nicola,01,GLSGW,TUT,TU07,19920347423428,
MATHS,1001,Mathematics 1R,2051816,Wilson,Zoe,01,GLSGW,LAB,LB05,48356250881360,
MATHS,1001,Mathematics 1R,2051816,Wilson,Zoe,01,GLSGW,LEC,LC02,48356250881360,
MATHS,1001,Mathematics 1R,2051816,Wilson,Zoe,01,GLSGW,TUT,TU04,48356250881360,
MATHS,1001,Mathematics 1R,6243450,Nash,Dominic,01,GLSGW,LAB,LB08,36937239891249,
MATHS,1001,Mathematics 1R,6243450,Nash,Dominic,01,GLSGW,LEC,LC02,36937239891249,
MATHS,1001,Mathematics 1R,6243450,Nash,Dominic,01,GLSGW,TUT,TU42,36937239891249,
MATHS,1001,Mathematics 1R,5484210,Kerr,Samantha,01,GLSGW,LAB,LB01,78468690321674,
MATHS,1001,Mathematics 1R,5484210,Kerr,Samantha,01,GLSGW,LEC,LC03,78468690321674,
MATHS,1001,Mathematics 1R,5484210,Kerr,Samantha,01,GLSGW,TUT,TU32,78468690321674,
MATHS,1001,Mathematics 1R,3927617,Johnston,Isaac,01,GLSGW,LAB,LB02,00124590253976,
MATHS,1001,Mathematics 1R,3927617,Johnston,Isaac,01,GLSGW,LEC,LC02,00124590253976,
MATHS,1001,Mathematics 1R,3927617,Johnston,Isaac,01,GLSGW,TUT,TU12,00124590253976,
MATHS,1001,Mathematics 1R,6242270,Poole,Lucas,01,GLSGW,LAB,LB04,11085542539552,
MATHS,1001,Mathematics 1R,6242270,Poole,Lucas,01,GLSGW,LEC,LC02,11085542539552,
MATHS,1001,Mathematics 1R,6242270,Poole,Lucas,01,GLSGW,TUT,TU29,11085542539552,
MATHS,1001,Mathematics 1R,3504380,Parsons,Carolyn,01,GLSGW,LAB,LB05,44938528443623,
MATHS,1001,Mathematics 1R,3504380,Parsons,Carolyn,01,GLSGW,LEC,LC04,44938528443623,
MATHS,1001,Mathematics 1R,3504380,Parsons,Carolyn,01,GLSGW,TUT,TU30,44938528443623,
MATHS,1001,Mathematics 1R,1494281,Paige,Sam,01,GLSGW,LAB,LB01,95967578570950,
MATHS,1001,Mathematics 1R,1494281,Paige,Sam,01,GLSGW,LEC,LC03,95967578570950,
MATHS,1001,Mathematics 1R,1494281,Paige,Sam,01,GLSGW,TUT,TU07,95967578570950,
MATHS,1001,Mathematics 1R,4276964,Paige,Nicola,01,GLSGW,LAB,LB10,87801090405897,
MATHS,1001,Mathematics 1R,4276964,Paige,Nicola,01,GLSGW,LEC,LC02,87801090405897,
MATHS,1001,Mathematics 1R,4276964,Paige,Nicola,01,GLSGW,TUT,TU30,87801090405897,
MATHS,1001,Mathematics 1R,7232437,Terry,Alan,01,GLSGW,LAB,LB06,84693313454766,
MATHS,1001,Mathematics 1R,7232437,Terry,Alan,01,GLSGW,LEC,LC01,84693313454766,
MATHS,1001,Mathematics 1R,7232437,Terry,Alan,01,GLSGW,TUT,TU05,84693313454766,
MATHS,1001,Mathematics 1R,1476824,Sutherland,Lauren,01,GLSGW,LAB,LB05,36438783704755,
MATHS,1001,Mathematics 1R,1476824,Sutherland,Lauren,01,GLSGW,LEC,LC01,36438783704755,
MATHS,1001,Mathematics 1R,1476824,Sutherland,Lauren,01,GLSGW,TUT,TU33,36438783704755,
MATHS,1001,Mathematics 1R,3489729,Ogden,Carl,01,GLSGW,LAB,LB10,12254969860598,
MATHS,1001,Mathematics 1R,3489729,Ogden,Carl,01,GLSGW,LEC,LC02,12254969860598,
MATHS,1001,Mathematics 1R,3489729,Ogden,Carl,01,GLSGW,TUT,TU15,12254969860598,
MATHS,1001,Mathematics 1R,6806794,Hemmings,Alexandra,01,GLSGW,LAB,LB09,43376032307729,
MATHS,1001,Mathematics 1R,6806794,Hemmings,Alexandra,01,GLSGW,LEC,LC02,43376032307729,
MATHS,1001,Mathematics 1R,6806794,Hemmings,Alexandra,01,GLSGW,TUT,TU21,43376032307729,
MATHS,1001,Mathematics 1R,0261127,Chapman,Pippa,01,GLSGW,LAB,LB10,40230639337827,
MATHS,1001,Mathematics 1R,0261127,Chapman,Pippa,01,GLSGW,LEC,LC02,40230639337827,
MATHS,1001,Mathematics 1R,0261127,Chapman,Pippa,01,GLSGW,TUT,TU24,40230639337827,
MATHS,1001,Mathematics 1R,6297923,Jackson,Phil,01,GLSGW,LAB,LB07,16727849160755,
MATHS,1001,Mathematics 1R,6297923,Jackson,Phil,01,GLSGW,LEC,LC03,16727849160755,
MATHS,1001,Mathematics 1R,6297923,Jackson,Phil,01,GLSGW,TUT,TU13,16727849160755,
MATHS,1001,Mathematics 1R,3477455,Jones,Audrey,01,GLSGW,LAB,LB06,10336292500608,
MATHS,1001,Mathematics 1R,3477455,Jones,Audrey,01,GLSGW,LEC,LC03,10336292500608,
MATHS,1001,Mathematics 1R,3477455,Jones,Audrey,01,GLSGW,TUT,TU13,10336292500608,
MATHS,1001,Mathematics 1R,6950538,Stewart,Amelia,01,GLSGW,LAB,LB02,57628828190342,
MATHS,1001,Mathematics 1R,6950538,Stewart,Amelia,01,GLSGW,LEC,LC02,57628828190342,
MATHS,1001,Mathematics 1R,6950538,Stewart,Amelia,01,GLSGW,TUT,TU39,57628828190342,
MATHS,1001,Mathematics 1R,3859988,Graham,Stephanie,01,GLSGW,LAB,LB04,55650387869979,
MATHS,1001,Mathematics 1R,3859988,Graham,Stephanie,01,GLSGW,LEC,LC01,55650387869979,
MATHS,1001,Mathematics 1R,3859988,Graham,Stephanie,01,GLSGW,TUT,TU33,55650387869979,
MATHS,1001,Mathematics 1R,7125588,Ellison,Carolyn,01,GLSGW,LAB,LB06,99758041391410,
MATHS,1001,Mathematics 1R,7125588,Ellison,Carolyn,01,GLSGW,LEC,LC03,99758041391410,
MATHS,1001,Mathematics 1R,7125588,Ellison,Carolyn,01,GLSGW,TUT,TU36,99758041391410,
MATHS,1001,Mathematics 1R,2144962,Marshall,Piers,01,GLSGW,LAB,LB04,58865721050114,
MATHS,1001,Mathematics 1R,2144962,Marshall,Piers,01,GLSGW,LEC,LC02,58865721050114,
MATHS,1001,Mathematics 1R,2144962,Marshall,Piers,01,GLSGW,TUT,TU09,58865721050114,
MATHS,1001,Mathematics 1R,7744213,Pullman,Felicity,01,GLSGW,LAB,LB10,32122110644740,
MATHS,1001,Mathematics 1R,7744213,Pullman,Felicity,01,GLSGW,LEC,LC01,32122110644740,
MATHS,1001,Mathematics 1R,7744213,Pullman,Felicity,01,GLSGW,TUT,TU02,32122110644740,
MATHS,1001,Mathematics 1R,6416084,McLean,Tim,01,GLSGW,LAB,LB03,50367713493526,
MATHS,1001,Mathematics 1R,6416084,McLean,Tim,01,GLSGW,LEC,LC03,50367713493526,
MATHS,1001,Mathematics 1R,6416084,McLean,Tim,01,GLSGW,TUT,TU41,50367713493526,
MATHS,1001,Mathematics 1R,3600780,Lambert,Joanne,01,GLSGW,LAB,LB10,57845804257560,
MATHS,1001,Mathematics 1R,3600780,Lambert,Joanne,01,GLSGW,LEC,LC01,57845804257560,
MATHS,1001,Mathematics 1R,3600780,Lambert,Joanne,01,GLSGW,TUT,TU16,57845804257560,
MATHS,1001,Mathematics 1R,7814088,Mathis,Carl,01,GLSGW,LAB,LB02,15512474015047,
MATHS,1001,Mathematics 1R,7814088,Mathis,Carl,01,GLSGW,LEC,LC04,15512474015047,
MATHS,1001,Mathematics 1R,7814088,Mathis,Carl,01,GLSGW,TUT,TU35,15512474015047,
MATHS,1001,Mathematics 1R,2858641,Walsh,David,01,GLSGW,LAB,LB05,15925519636277,
MATHS,1001,Mathematics 1R,2858641,Walsh,David,01,GLSGW,LEC,LC02,15925519636277,
MATHS,1001,Mathematics 1R,2858641,Walsh,David,01,GLSGW,TUT,TU27,15925519636277,
MATHS,1001,Mathematics 1R,8745143,Buckland,Lucas,01,GLSGW,LAB,LB04,07869779946632,
MATHS,1001,Mathematics 1R,8745143,Buckland,Lucas,01,GLSGW,LEC,LC01,07869779946632,
MATHS,1001,Mathematics 1R,8745143,Buckland,Lucas,01,GLSGW,TUT,TU39,07869779946632,
MATHS,1001,Mathematics 1R,6144135,Stewart,Sean,01,GLSGW,LAB,LB09,45311784411991,
MATHS,1001,Mathematics 1R,6144135,Stewart,Sean,01,GLSGW,LEC,LC03,45311784411991,
MATHS,1001,Mathematics 1R,6144135,Stewart,Sean,01,GLSGW,TUT,TU04,45311784411991,
MATHS,1001,Mathematics 1R,1457078,Morrison,Joseph,01,GLSGW,LAB,LB05,47185732180289,
MATHS,1001,Mathematics 1R,1457078,Morrison,Joseph,01,GLSGW,LEC,LC02,47185732180289,
MATHS,1001,Mathematics 1R,1457078,Morrison,Joseph,01,GLSGW,TUT,TU42,47185732180289,
MATHS,1001,Mathematics 1R,0253169,Baker,Victor,01,GLSGW,LAB,LB10,53363338493239,
MATHS,1001,Mathematics 1R,0253169,Baker,Victor,01,GLSGW,LEC,LC01,53363338493239,
